Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Profit Margin %,Order Year,Order Month,Order Quarter,Order Weekday,Factory,Factory Latitude,Factory Longitude,Customer Latitude,Customer Longitude,Distance to Lot's O' Nuts (KM),Distance to Wicked Choccy's (KM),Distance to Sugar Shack (KM),Distance to Secret Factory (KM),Distance to The Other Factory (KM),Nearest Factory,Nearest Factory Distance KM,Reallocation Needed
2027,US-2021-104738-CHO-SCR-58000,2024-12-30,2027-06-24,Second Class,104738,United States,Laredo,Texas,78041,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2024,12,4,Monday,Lot's O' Nuts,32.881893,-111.768036,27.5569,-99.4907,1318.64,1842.41,2304.26,1745.23,1233.36,The Other Factory,1233.36,True
2028,US-2021-131800-CHO-SCR-58000,2024-12-30,2027-06-27,Standard Class,131800,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,69.44444444444444,2024,12,4,Monday,Lot's O' Nuts,32.881893,-111.768036,40.8011,-73.9371,3450.93,1161.12,1934.67,1392.53,1538.18,Wicked Choccy's,1161.12,True
2029,US-2021-169789-CHO-NUT-13000,2024-12-30,2027-06-27,Standard Class,169789,United States,Phoenix,Arizona,85023,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,71.34670487106017,2024,12,4,Monday,Lot's O' Nuts,32.881893,-111.768036,33.6324,-112.1118,89.36,2892.24,2086.32,2081.47,2034.49,Lot's O' Nuts,89.36,False
2030,US-2021-104738-CHO-NUT-13000,2024-12-30,2027-06-24,Second Class,104738,United States,Laredo,Texas,78041,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.34670487106017,2024,12,4,Monday,Lot's O' Nuts,32.881893,-111.768036,27.5569,-99.4907,1318.64,1842.41,2304.26,1745.23,1233.36,The Other Factory,1233.36,True
2031,US-2021-166730-CHO-SCR-58000,2024-12-30,2027-06-24,First Class,166730,United States,Memphis,Tennessee,38109,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,69.44444444444444,2024,12,4,Monday,Lot's O' Nuts,32.881893,-111.768036,35.0425,-90.0732,2011.18,895.05,1538.99,713.37,12.48,The Other Factory,12.48,True
2032,US-2021-104738-CHO-SCR-58000,2024-12-30,2027-06-24,Second Class,104738,United States,Laredo,Texas,78041,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2024,12,4,Monday,Lot's O' Nuts,32.881893,-111.768036,27.5569,-99.4907,1318.64,1842.41,2304.26,1745.23,1233.36,The Other Factory,1233.36,True
2033,US-2021-138072-CHO-MIL-31000,2024-12-30,2027-06-26,Standard Class,138072,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2024,12,4,Monday,Wicked Choccy's,32.076176,-81.088371,40.0343,-75.1213,3347.39,1034.17,1898.69,1308.83,1415.99,Wicked Choccy's,1034.17,False
2034,US-2021-104738-CHO-FUD-51000,2024-12-30,2027-06-24,Second Class,104738,United States,Laredo,Texas,78041,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.66666666666666,2024,12,4,Monday,Lot's O' Nuts,32.881893,-111.768036,27.5569,-99.4907,1318.64,1842.41,2304.26,1745.23,1233.36,The Other Factory,1233.36,True
2035,US-2021-115189-CHO-SCR-58000,2024-12-30,2027-06-26,Second Class,115189,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,69.44444444444444,2024,12,4,Monday,Lot's O' Nuts,32.881893,-111.768036,39.9448,-75.2288,3337.89,1020.84,1896.99,1301.96,1404.22,Wicked Choccy's,1020.84,True
2036,US-2021-104738-CHO-FUD-51000,2024-12-30,2027-06-24,Second Class,104738,United States,Laredo,Texas,78041,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2024,12,4,Monday,Lot's O' Nuts,32.881893,-111.768036,27.5569,-99.4907,1318.64,1842.41,2304.26,1745.23,1233.36,The Other Factory,1233.36,True
2037,CA-2021-143500-CHO-SCR-58000,2024-12-30,2027-06-26,Standard Class,143500,Canada,Charlottetown,Prince Edward Island,C0A,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2024,12,4,Monday,Lot's O' Nuts,32.881893,-111.768036,46.1668,-62.6487,4385.57,2222.23,2525.2,2288.14,2593.79,Wicked Choccy's,2222.23,True
2038,US-2021-133592-CHO-SCR-58000,2024-12-31,2027-06-30,Standard Class,133592,United States,Providence,Rhode Island,2908,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2024,12,4,Tuesday,Lot's O' Nuts,32.881893,-111.768036,41.8383,-71.4377,3664.39,1381.37,2056.89,1586.77,1773.07,Wicked Choccy's,1381.37,True
2039,US-2021-150245-CHO-TRI-54000,2024-12-31,2027-06-27,Second Class,150245,United States,Watertown,New York,13601,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,65.33333333333333,2024,12,4,Tuesday,Wicked Choccy's,32.076176,-81.088371,43.9743,-75.9122,3326.11,1397.77,1625.32,1228.0,1552.82,Secret Factory,1228.0,True
2040,US-2021-133592-CHO-TRI-54000,2024-12-31,2027-06-30,Standard Class,133592,United States,Providence,Rhode Island,2908,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,65.33333333333333,2024,12,4,Tuesday,Wicked Choccy's,32.076176,-81.088371,41.8383,-71.4377,3664.39,1381.37,2056.89,1586.77,1773.07,Wicked Choccy's,1381.37,False
2041,US-2021-143231-CHO-SCR-58000,2024-12-31,2027-06-26,First Class,143231,United States,Franklin,Massachusetts,2038,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,69.44444444444444,2024,12,4,Tuesday,Lot's O' Nuts,32.881893,-111.768036,42.0935,-71.4058,3668.29,1404.52,2045.93,1587.25,1784.91,Wicked Choccy's,1404.52,True
2042,US-2021-111150-CHO-FUD-51000,2024-12-31,2027-06-27,Standard Class,111150,United States,Columbia,Missouri,65203,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,66.66666666666667,2024,12,4,Tuesday,Lot's O' Nuts,32.881893,-111.768036,38.9348,-92.3639,1868.06,1272.43,1066.25,318.3,474.6,Secret Factory,318.3,True
2043,US-2021-127383-OTH-KAZ-38000,2024-12-31,2027-06-28,Standard Class,127383,United States,El Paso,Texas,79907,Other,Interior,OTH-KAZ-38000,Kazookles,6.5,2,0.5,6.0,7.6923076923076925,2024,12,4,Tuesday,The Other Factory,35.1175,-89.971107,31.7089,-106.3293,527.51,2377.86,2015.44,1771.06,1562.88,Lot's O' Nuts,527.51,True
2044,US-2021-157644-CHO-SCR-58000,2024-12-31,2027-06-24,First Class,157644,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2024,12,4,Tuesday,Lot's O' Nuts,32.881893,-111.768036,40.8011,-73.9371,3450.93,1161.12,1934.67,1392.53,1538.18,Wicked Choccy's,1161.12,True
2045,US-2021-133592-CHO-NUT-13000,2024-12-31,2027-06-30,Standard Class,133592,United States,Providence,Rhode Island,2908,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.34670487106017,2024,12,4,Tuesday,Lot's O' Nuts,32.881893,-111.768036,41.8383,-71.4377,3664.39,1381.37,2056.89,1586.77,1773.07,Wicked Choccy's,1381.37,True
2046,US-2021-133592-CHO-MIL-31000,2024-12-31,2027-06-30,Standard Class,133592,United States,Providence,Rhode Island,2908,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,64.92307692307692,2024,12,4,Tuesday,Wicked Choccy's,32.076176,-81.088371,41.8383,-71.4377,3664.39,1381.37,2056.89,1586.77,1773.07,Wicked Choccy's,1381.37,False
2047,US-2021-111150-CHO-TRI-54000,2024-12-31,2027-06-27,Standard Class,111150,United States,Columbia,Missouri,65203,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,65.33333333333333,2024,12,4,Tuesday,Wicked Choccy's,32.076176,-81.088371,38.9348,-92.3639,1868.06,1272.43,1066.25,318.3,474.6,Secret Factory,318.3,True
2048,US-2021-143231-OTH-KAZ-38000,2024-12-31,2027-06-26,First Class,143231,United States,Franklin,Massachusetts,2038,Other,Atlantic,OTH-KAZ-38000,Kazookles,9.75,3,0.75,9.0,7.6923076923076925,2024,12,4,Tuesday,The Other Factory,35.1175,-89.971107,42.0935,-71.4058,3668.29,1404.52,2045.93,1587.25,1784.91,Wicked Choccy's,1404.52,True
2049,US-2021-133592-CHO-NUT-13000,2024-12-31,2027-06-30,Standard Class,133592,United States,Providence,Rhode Island,2908,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,71.34670487106017,2024,12,4,Tuesday,Lot's O' Nuts,32.881893,-111.768036,41.8383,-71.4377,3664.39,1381.37,2056.89,1586.77,1773.07,Wicked Choccy's,1381.37,True
2050,US-2021-157644-CHO-TRI-54000,2024-12-31,2027-06-24,First Class,157644,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2024,12,4,Tuesday,Wicked Choccy's,32.076176,-81.088371,40.8011,-73.9371,3450.93,1161.12,1934.67,1392.53,1538.18,Wicked Choccy's,1161.12,False
2051,US-2021-133949-CHO-FUD-51000,2024-12-31,2027-06-23,Same Day,133949,United States,Reno,Nevada,89502,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,66.66666666666667,2024,12,4,Tuesday,Lot's O' Nuts,32.881893,-111.768036,39.4972,-119.7764,1027.53,3557.11,2110.51,2468.64,2668.06,Lot's O' Nuts,1027.53,False
2052,US-2022-146262-CHO-NUT-13000,2024-01-02,2027-07-02,Standard Class,146262,United States,Medina,Ohio,44256,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,71.34670487106017,2024,1,1,Tuesday,Lot's O' Nuts,32.881893,-111.768036,41.1404,-81.8584,2793.58,1010.22,1370.12,727.92,974.89,Secret Factory,727.92,True
2053,US-2022-104514-CHO-MIL-31000,2024-01-02,2027-06-27,Second Class,104514,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2024,1,1,Tuesday,Wicked Choccy's,32.076176,-81.088371,39.7011,-75.7375,3293.57,974.82,1877.83,1265.7,1354.59,Wicked Choccy's,974.82,False
2054,US-2022-146262-CHO-FUD-51000,2024-01-02,2027-07-02,Standard Class,146262,United States,Medina,Ohio,44256,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2024,1,1,Tuesday,Lot's O' Nuts,32.881893,-111.768036,41.1404,-81.8584,2793.58,1010.22,1370.12,727.92,974.89,Secret Factory,727.92,True
2055,US-2022-104514-CHO-SCR-58000,2024-01-02,2027-06-27,Second Class,104514,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2024,1,1,Tuesday,Lot's O' Nuts,32.881893,-111.768036,39.7011,-75.7375,3293.57,974.82,1877.83,1265.7,1354.59,Wicked Choccy's,974.82,True
2056,US-2022-104514-CHO-MIL-31000,2024-01-02,2027-06-27,Second Class,104514,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2024,1,1,Tuesday,Wicked Choccy's,32.076176,-81.088371,39.7011,-75.7375,3293.57,974.82,1877.83,1265.7,1354.59,Wicked Choccy's,974.82,False
2057,US-2022-146262-CHO-NUT-13000,2024-01-02,2027-07-02,Standard Class,146262,United States,Medina,Ohio,44256,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.34670487106017,2024,1,1,Tuesday,Lot's O' Nuts,32.881893,-111.768036,41.1404,-81.8584,2793.58,1010.22,1370.12,727.92,974.89,Secret Factory,727.92,True
2058,US-2022-146262-CHO-MIL-31000,2024-01-02,2027-07-02,Standard Class,146262,United States,Medina,Ohio,44256,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26,64.92307692307692,2024,1,1,Tuesday,Wicked Choccy's,32.076176,-81.088371,41.1404,-81.8584,2793.58,1010.22,1370.12,727.92,974.89,Secret Factory,727.92,True
2059,US-2022-146262-CHO-TRI-54000,2024-01-02,2027-07-02,Standard Class,146262,United States,Medina,Ohio,44256,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2024,1,1,Tuesday,Wicked Choccy's,32.076176,-81.088371,41.1404,-81.8584,2793.58,1010.22,1370.12,727.92,974.89,Secret Factory,727.92,True
2060,US-2022-141243-CHO-MIL-31000,2024-01-03,2027-07-01,Second Class,141243,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26,64.92307692307692,2024,1,1,Wednesday,Wicked Choccy's,32.076176,-81.088371,32.7244,-96.6755,1409.51,1463.85,1712.32,1110.26,673.22,The Other Factory,673.22,True
2061,US-2022-141243-CHO-SCR-58000,2024-01-03,2027-07-01,Second Class,141243,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2024,1,1,Wednesday,Lot's O' Nuts,32.881893,-111.768036,32.7244,-96.6755,1409.51,1463.85,1712.32,1110.26,673.22,The Other Factory,673.22,True
2062,US-2022-121097-CHO-MIL-31000,2024-01-03,2027-07-01,Standard Class,121097,United States,Baytown,Texas,77520,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2024,1,1,Wednesday,Wicked Choccy's,32.076176,-81.088371,29.7461,-94.9653,1631.93,1347.97,2045.62,1359.95,758.97,The Other Factory,758.97,True
2063,US-2022-141243-CHO-NUT-13000,2024-01-03,2027-07-01,Second Class,141243,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,71.34670487106017,2024,1,1,Wednesday,Lot's O' Nuts,32.881893,-111.768036,32.7244,-96.6755,1409.51,1463.85,1712.32,1110.26,673.22,The Other Factory,673.22,True
2064,US-2022-104241-CHO-TRI-54000,2024-01-04,2027-07-02,Standard Class,104241,United States,Alexandria,Virginia,22304,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,52.5,14,34.3,18.2,65.33333333333333,2024,1,1,Thursday,Wicked Choccy's,32.076176,-81.088371,38.8149,-77.121,3171.84,830.81,1845.75,1178.51,1212.1,Wicked Choccy's,830.81,False
2065,US-2022-149811-CHO-FUD-51000,2024-01-04,2027-07-03,Standard Class,149811,United States,Woodbury,Minnesota,55125,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.66666666666666,2024,1,1,Thursday,Lot's O' Nuts,32.881893,-111.768036,44.9197,-92.9439,2099.25,1757.72,433.41,431.64,1118.75,Secret Factory,431.64,True
2066,US-2022-149811-CHO-TRI-54000,2024-01-04,2027-07-03,Standard Class,149811,United States,Woodbury,Minnesota,55125,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33333333333333,2024,1,1,Thursday,Wicked Choccy's,32.076176,-81.088371,44.9197,-92.9439,2099.25,1757.72,433.41,431.64,1118.75,Secret Factory,431.64,True
2067,US-2022-154970-CHO-TRI-54000,2024-01-05,2027-07-03,Standard Class,154970,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,65.33333333333334,2024,1,1,Friday,Wicked Choccy's,32.076176,-81.088371,47.6733,-122.3426,1869.43,3865.03,1941.64,2590.91,3009.52,Lot's O' Nuts,1869.43,True
2068,US-2022-158701-CHO-MIL-31000,2024-01-05,2027-07-03,Standard Class,158701,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,64.92307692307693,2024,1,1,Friday,Wicked Choccy's,32.076176,-81.088371,37.7509,-122.4153,1106.37,3789.66,2410.03,2743.83,2902.66,Lot's O' Nuts,1106.37,True
2069,US-2022-108588-CHO-NUT-13000,2024-01-05,2027-07-03,Standard Class,108588,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.34670487106017,2024,1,1,Friday,Lot's O' Nuts,32.881893,-111.768036,40.7262,-73.9796,3447.0,1152.26,1936.11,1390.23,1532.08,Wicked Choccy's,1152.26,True
2070,US-2022-158701-CHO-NUT-13000,2024-01-05,2027-07-03,Standard Class,158701,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,71.34670487106017,2024,1,1,Friday,Lot's O' Nuts,32.881893,-111.768036,37.7509,-122.4153,1106.37,3789.66,2410.03,2743.83,2902.66,Lot's O' Nuts,1106.37,False
2071,US-2022-108588-CHO-SCR-58000,2024-01-05,2027-07-03,Standard Class,108588,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2024,1,1,Friday,Lot's O' Nuts,32.881893,-111.768036,40.7262,-73.9796,3447.0,1152.26,1936.11,1390.23,1532.08,Wicked Choccy's,1152.26,True
2072,US-2022-108588-CHO-MIL-31000,2024-01-05,2027-07-03,Standard Class,108588,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2024,1,1,Friday,Wicked Choccy's,32.076176,-81.088371,40.7262,-73.9796,3447.0,1152.26,1936.11,1390.23,1532.08,Wicked Choccy's,1152.26,False
2073,US-2022-149636-CHO-SCR-58000,2024-01-06,2027-07-05,Standard Class,149636,United States,Colorado Springs,Colorado,80906,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2024,1,1,Saturday,Lot's O' Nuts,32.881893,-111.768036,38.7902,-104.8199,907.12,2268.15,1248.15,1245.96,1379.33,Lot's O' Nuts,907.12,False
2074,US-2022-149636-CHO-SCR-58000,2024-01-06,2027-07-05,Standard Class,149636,United States,Colorado Springs,Colorado,80906,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,69.44444444444444,2024,1,1,Saturday,Lot's O' Nuts,32.881893,-111.768036,38.7902,-104.8199,907.12,2268.15,1248.15,1245.96,1379.33,Lot's O' Nuts,907.12,False
2075,US-2022-119480-CHO-TRI-54000,2024-01-09,2027-07-06,Standard Class,119480,United States,Henderson,Kentucky,42420,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2024,1,1,Tuesday,Wicked Choccy's,32.076176,-81.088371,37.8274,-87.5632,2255.92,869.69,1340.16,477.44,370.31,The Other Factory,370.31,True
2076,US-2022-119480-CHO-TRI-54000,2024-01-09,2027-07-06,Standard Class,119480,United States,Henderson,Kentucky,42420,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2024,1,1,Tuesday,Wicked Choccy's,32.076176,-81.088371,37.8274,-87.5632,2255.92,869.69,1340.16,477.44,370.31,The Other Factory,370.31,True
2077,US-2022-119480-CHO-FUD-51000,2024-01-09,2027-07-06,Standard Class,119480,United States,Henderson,Kentucky,42420,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.66666666666666,2024,1,1,Tuesday,Lot's O' Nuts,32.881893,-111.768036,37.8274,-87.5632,2255.92,869.69,1340.16,477.44,370.31,The Other Factory,370.31,True
2078,US-2022-119480-CHO-NUT-13000,2024-01-09,2027-07-06,Standard Class,119480,United States,Henderson,Kentucky,42420,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,71.34670487106017,2024,1,1,Tuesday,Lot's O' Nuts,32.881893,-111.768036,37.8274,-87.5632,2255.92,869.69,1340.16,477.44,370.31,The Other Factory,370.31,True
2079,US-2022-157154-CHO-MIL-31000,2024-01-10,2027-07-08,Standard Class,157154,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,64.92307692307692,2024,1,1,Wednesday,Wicked Choccy's,32.076176,-81.088371,40.7402,-73.9996,3445.38,1152.55,1933.85,1388.33,1530.99,Wicked Choccy's,1152.55,False
2080,US-2022-128608-CHO-NUT-13000,2024-01-12,2027-07-10,Standard Class,128608,United States,Toledo,Ohio,43615,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.34670487106017,2024,1,1,Friday,Lot's O' Nuts,32.881893,-111.768036,41.6492,-83.6706,2655.87,1088.83,1217.8,574.07,909.96,Secret Factory,574.07,True
2081,US-2022-156755-CHO-TRI-54000,2024-01-12,2027-07-11,Standard Class,156755,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2024,1,1,Friday,Wicked Choccy's,32.076176,-81.088371,39.7011,-75.7375,3293.57,974.82,1877.83,1265.7,1354.59,Wicked Choccy's,974.82,False
2082,US-2022-128608-CHO-MIL-31000,2024-01-12,2027-07-10,Standard Class,128608,United States,Toledo,Ohio,43615,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2024,1,1,Friday,Wicked Choccy's,32.076176,-81.088371,41.6492,-83.6706,2655.87,1088.83,1217.8,574.07,909.96,Secret Factory,574.07,True
2083,US-2022-128608-OTH-LIC-15000,2024-01-12,2027-07-10,Standard Class,128608,United States,Toledo,Ohio,43615,Other,Atlantic,OTH-LIC-15000,Lickable Wallpaper,80.0,4,40.0,40.0,50.0,2024,1,1,Friday,Secret Factory,41.446333,-90.565487,41.6492,-83.6706,2655.87,1088.83,1217.8,574.07,909.96,Secret Factory,574.07,False
2084,US-2022-128608-OTH-LIC-15000,2024-01-12,2027-07-10,Standard Class,128608,United States,Toledo,Ohio,43615,Other,Atlantic,OTH-LIC-15000,Lickable Wallpaper,60.0,3,30.0,30.0,50.0,2024,1,1,Friday,Secret Factory,41.446333,-90.565487,41.6492,-83.6706,2655.87,1088.83,1217.8,574.07,909.96,Secret Factory,574.07,False
2085,US-2022-128608-CHO-FUD-51000,2024-01-12,2027-07-10,Standard Class,128608,United States,Toledo,Ohio,43615,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2024,1,1,Friday,Lot's O' Nuts,32.881893,-111.768036,41.6492,-83.6706,2655.87,1088.83,1217.8,574.07,909.96,Secret Factory,574.07,True
2086,US-2022-137526-CHO-MIL-31000,2024-01-13,2027-07-10,Standard Class,137526,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,64.92307692307692,2024,1,1,Saturday,Wicked Choccy's,32.076176,-81.088371,34.0762,-118.3029,620.34,3455.56,2408.17,2559.29,2587.12,Lot's O' Nuts,620.34,True
2087,US-2022-137526-CHO-TRI-54000,2024-01-13,2027-07-10,Standard Class,137526,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,65.33333333333333,2024,1,1,Saturday,Wicked Choccy's,32.076176,-81.088371,34.0762,-118.3029,620.34,3455.56,2408.17,2559.29,2587.12,Lot's O' Nuts,620.34,True
2088,US-2022-137526-CHO-FUD-51000,2024-01-13,2027-07-10,Standard Class,137526,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.66666666666666,2024,1,1,Saturday,Lot's O' Nuts,32.881893,-111.768036,34.0762,-118.3029,620.34,3455.56,2408.17,2559.29,2587.12,Lot's O' Nuts,620.34,False
2089,US-2022-169677-CHO-NUT-13000,2024-01-13,2027-07-08,Second Class,169677,United States,Columbus,Georgia,31907,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.34670487106017,2024,1,1,Saturday,Lot's O' Nuts,32.881893,-111.768036,32.4779,-84.898,2508.41,360.91,1980.22,1116.5,552.96,Wicked Choccy's,360.91,True
2090,US-2022-101399-CHO-FUD-51000,2024-01-17,2027-07-17,Standard Class,101399,United States,Park Ridge,Illinois,60068,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,66.66666666666667,2024,1,1,Wednesday,Lot's O' Nuts,32.881893,-111.768036,42.0122,-87.8417,2332.77,1255.91,942.38,234.61,788.62,Secret Factory,234.61,True
2091,US-2022-152681-CHO-MIL-31000,2024-01-17,2027-07-15,Standard Class,152681,United States,Lawrence,Massachusetts,1841,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2024,1,1,Wednesday,Wicked Choccy's,32.076176,-81.088371,42.7115,-71.167,3691.62,1469.67,2032.55,1603.6,1827.29,Wicked Choccy's,1469.67,False
2092,US-2022-151547-CHO-MIL-31000,2024-01-17,2027-07-16,Standard Class,151547,United States,Bartlett,Tennessee,38134,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,64.92307692307692,2024,1,1,Wednesday,Wicked Choccy's,32.076176,-81.088371,35.1845,-89.8574,2031.03,881.94,1529.89,699.01,12.74,The Other Factory,12.74,True
