Country/Region,State/Province,City,Postal Code,Region,Customer Latitude,Customer Longitude
United States,Florida,Tamarac,33319,Gulf,26.1848,-80.2406
United States,California,La Quinta,92253,Pacific,33.6685,-116.3081
United States,California,Redlands,92374,Pacific,34.065,-117.1672
United States,New York,Auburn,13021,Atlantic,42.93,-76.5626
United States,South Carolina,North Charleston,29406,Gulf,32.9352,-80.0325
United States,Michigan,Lincoln Park,48146,Interior,42.2422,-83.1807
United States,Massachusetts,Quincy,2169,Atlantic,42.2491,-70.9978
United States,California,Oceanside,92054,Pacific,33.2072,-117.3573
United States,Tennessee,Franklin,37064,Gulf,35.9328,-86.8788
United States,Iowa,Dubuque,52001,Interior,42.515,-90.6819
United States,Oklahoma,Broken Arrow,74012,Interior,36.0447,-95.8079
United States,Illinois,Rockford,61107,Interior,42.2786,-89.0361
United States,Tennessee,Murfreesboro,37130,Gulf,35.8456,-86.3903
United States,New Jersey,Bayonne,7002,Atlantic,40.6664,-74.1192
United States,Massachusetts,Cambridge,2138,Atlantic,42.377,-71.1256
United States,Illinois,Quincy,62301,Interior,39.9307,-91.3763
United States,Oregon,Hillsboro,97123,Pacific,45.4984,-122.957
United States,Maryland,Rockville,20852,Atlantic,39.0496,-77.1204
United States,Georgia,Warner Robins,31088,Gulf,32.5934,-83.6416
United States,Michigan,Ann Arbor,48104,Interior,42.2694,-83.7282
United States,California,Santa Barbara,93101,Pacific,34.4197,-119.7078
United States,Indiana,Noblesville,46060,Interior,40.0563,-86.0163
United States,Michigan,Mount Pleasant,48858,Interior,43.6013,-84.7736
United States,Illinois,Orland Park,60462,Interior,41.6194,-87.8423
United States,Nevada,Sparks,89431,Pacific,39.5473,-119.7556
United States,California,Salinas,93905,Pacific,36.6811,-121.6176
United States,Arkansas,Conway,72032,Gulf,35.0842,-92.4236
United States,North Carolina,Monroe,28110,Gulf,35.0178,-80.5372
United States,Vermont,Burlington,5401,Atlantic,44.484,-73.2199
United States,Indiana,Lawrence,46226,Interior,39.8326,-86.0836
United States,Minnesota,Roseville,55113,Interior,45.0139,-93.1571
United States,Montana,Helena,59601,Pacific,46.6131,-112.0213
United States,Tennessee,Lebanon,37087,Gulf,36.2098,-86.3024
United States,New Mexico,Rio Rancho,87124,Pacific,35.2493,-106.6818
United States,Texas,Frisco,75034,Interior,33.1499,-96.8241
United States,New Jersey,Morristown,7960,Atlantic,40.7952,-74.4873
United States,Tennessee,Jackson,38301,Gulf,35.6102,-88.814
United States,California,Lake Elsinore,92530,Pacific,33.6598,-117.3485
United States,Florida,Pembroke Pines,33024,Gulf,26.0296,-80.2489
United States,Illinois,Champaign,61821,Interior,40.1073,-88.2788
United States,Michigan,Dearborn,48126,Interior,42.3349,-83.1801
United States,California,Santa Ana,92704,Pacific,33.7249,-117.909
United States,Florida,Tallahassee,32303,Gulf,30.4874,-84.3189
United States,California,Temecula,92592,Pacific,33.4983,-117.0958
United States,California,Costa Mesa,92627,Pacific,33.6483,-117.9155
United States,Illinois,Glenview,60025,Interior,42.0758,-87.8223
United States,Arizona,Bullhead City,86442,Pacific,35.106,-114.5947
United States,New York,Lindenhurst,11757,Atlantic,40.6884,-73.3745
United States,Wisconsin,Superior,54880,Interior,46.7016,-92.0912
United States,Ohio,Dublin,43017,Atlantic,40.1093,-83.1146
United States,California,Visalia,93277,Pacific,36.3114,-119.3065
United States,Montana,Missoula,59801,Pacific,46.8563,-114.0252
United States,Maryland,Gaithersburg,20877,Atlantic,39.1419,-77.189
United States,Washington,Longview,98632,Pacific,46.1514,-122.9634
United States,New Jersey,Westfield,7090,Atlantic,40.6479,-74.3451
United States,Mississippi,Gulfport,39503,Gulf,30.4601,-89.0886
United States,New Jersey,Atlantic City,8401,Atlantic,39.3664,-74.4317
United States,Arizona,Sierra Vista,85635,Pacific,31.5365,-110.2666
United States,Tennessee,Chattanooga,37421,Gulf,35.025,-85.1459
United States,New Jersey,Belleville,7109,Atlantic,40.7946,-74.1631
United States,Wisconsin,La Crosse,54601,Interior,43.7989,-91.2175
United States,Texas,Round Rock,78664,Interior,30.5145,-97.668
United States,Massachusetts,Andover,1810,Atlantic,42.6496,-71.1565
United States,Connecticut,Milford,6460,Atlantic,41.2175,-73.0549
United States,Texas,Harlingen,78550,Interior,26.1951,-97.689
United States,California,Redwood City,94061,Pacific,37.4647,-122.2304
United States,Texas,Bryan,77803,Interior,30.6913,-96.3714
United States,Massachusetts,Malden,2148,Atlantic,42.4291,-71.0605
United States,Colorado,Littleton,80122,Pacific,39.5814,-104.9557
United States,Missouri,Saint Peters,63376,Interior,38.7802,-90.6228
United States,Oklahoma,Norman,73071,Interior,35.233,-97.4067
United States,Texas,Grapevine,76051,Interior,32.9328,-97.0808
United States,North Carolina,Gastonia,28052,Gulf,35.2449,-81.2194
Canada,British Columbia,Vancouver,V6E,Pacific,49.2833,-123.1298
United States,Missouri,Jefferson City,65109,Interior,38.5773,-92.2443
United States,California,San Clemente,92672,Pacific,33.4361,-117.6231
United States,California,Hesperia,92345,Pacific,34.4222,-117.3025
United States,Nevada,Henderson,89015,Pacific,36.0357,-114.9718
United States,California,Encinitas,92024,Pacific,33.0535,-117.2689
United States,Virginia,Salem,24153,Gulf,37.2853,-80.0692
United States,Arizona,Yuma,85364,Pacific,32.7015,-114.6424
United States,Connecticut,Waterbury,6708,Atlantic,41.5511,-73.0645
United States,Rhode Island,Warwick,2886,Atlantic,41.7026,-71.4476
United States,New Jersey,Passaic,7055,Atlantic,40.8601,-74.1283
United States,Colorado,Parker,80134,Pacific,39.4895,-104.8447
United States,Colorado,Longmont,80501,Pacific,40.1779,-105.1009
United States,Pennsylvania,York,17403,Atlantic,39.9494,-76.713
United States,Michigan,Roseville,48066,Interior,42.5034,-82.9387
United States,Colorado,Broomfield,80020,Pacific,39.9245,-105.0609
Canada,Manitoba,Winnipeg,R0H,Interior,50.3458,-98.5152
United States,Kentucky,Bowling Green,42104,Gulf,36.9375,-86.4481
United States,Florida,Pensacola,32503,Gulf,30.4564,-87.2104
United States,Tennessee,Hendersonville,37075,Gulf,36.3054,-86.6072
United States,Wisconsin,West Allis,53214,Interior,43.0215,-88.0176
United States,Louisiana,Kenner,70065,Gulf,30.0252,-90.2522
United States,California,Davis,95616,Pacific,38.5538,-121.7418
United States,Texas,Edinburg,78539,Interior,26.2792,-98.1832
United States,Colorado,Fort Collins,80525,Pacific,40.5384,-105.0547
United States,Texas,Pharr,78577,Interior,26.1771,-98.187
United States,Wisconsin,Sheboygan,53081,Interior,43.741,-87.7247
United States,Colorado,Englewood,80112,Pacific,39.5805,-104.9011
United States,Texas,Waco,76706,Interior,31.5171,-97.1198
United States,Wisconsin,Waukesha,53186,Interior,42.9993,-88.2196
United States,Kentucky,Georgetown,40324,Gulf,38.2117,-84.5562
United States,Iowa,Cedar Rapids,52402,Interior,42.0188,-91.6612
United States,Minnesota,Saint Paul,55106,Interior,44.9684,-93.0488
United States,North Carolina,Thomasville,27360,Gulf,35.8713,-80.0913
United States,Illinois,Wheeling,60090,Interior,42.134,-87.9341
United States,California,Stockton,95207,Pacific,38.0024,-121.3238
United States,Colorado,Arvada,80004,Pacific,39.8141,-105.1177
United States,Idaho,Twin Falls,83301,Pacific,42.5565,-114.4693
United States,California,Laguna Niguel,92677,Pacific,33.5145,-117.7084
United States,Massachusetts,Marlborough,1752,Atlantic,42.3509,-71.5434
United States,Washington,Redmond,98052,Pacific,47.6718,-122.1232
United States,California,Woodland,95695,Pacific,38.6816,-121.8052
Canada,Saskatchewan,Regina,S0G,Pacific,50.5767,-104.1
United States,Iowa,Iowa City,52240,Interior,41.6355,-91.5016
United States,Indiana,La Porte,46350,Interior,41.5994,-86.7077
United States,California,Lake Forest,92630,Pacific,33.6437,-117.6868
United States,Florida,Coral Gables,33134,Gulf,25.768,-80.2714
United States,Texas,The Colony,75056,Interior,33.094,-96.8836
United States,Washington,Marysville,98270,Pacific,48.0656,-122.1562
United States,Texas,La Porte,77571,Interior,29.6884,-95.0513
Canada,Manitoba,Winnipeg,R3R,Interior,49.8546,-97.2874
United States,New Jersey,Bridgeton,8302,Atlantic,39.3762,-75.1617
United States,California,San Luis Obispo,93405,Pacific,35.2901,-120.6817
United States,Texas,Conroe,77301,Interior,30.3125,-95.4527
United States,Iowa,Urbandale,50322,Interior,41.6295,-93.723
United States,Oregon,Eugene,97405,Pacific,44.0185,-123.0998
United States,Wyoming,Cheyenne,82001,Pacific,41.1437,-104.7962
United States,Illinois,Arlington Heights,60004,Interior,42.112,-87.9792
United States,Washington,Auburn,98002,Pacific,47.305,-122.2067
United States,Washington,Vancouver,98661,Pacific,45.6418,-122.6251
United States,North Carolina,Burlington,27217,Gulf,36.1288,-79.4114
United States,New Mexico,Carlsbad,88220,Pacific,32.4119,-104.2395
United States,Oklahoma,Edmond,73034,Interior,35.6665,-97.4798
United States,California,Montebello,90640,Pacific,34.0133,-118.113
United States,Connecticut,Shelton,6484,Atlantic,41.3047,-73.1294
United States,New Jersey,East Orange,7017,Atlantic,40.7696,-74.2077
United States,Kansas,Overland Park,66212,Interior,38.9568,-94.6832
United States,North Carolina,Hickory,28601,Gulf,35.7576,-81.3289
United States,Texas,San Angelo,76903,Interior,31.4707,-100.4386
United States,Iowa,Marion,52302,Interior,42.0411,-91.5941
United States,California,Morgan Hill,95037,Pacific,37.1353,-121.6501
United States,Kentucky,Murray,42071,Gulf,36.6099,-88.3032
United States,California,Antioch,94509,Pacific,37.9939,-121.8089
United States,Texas,Richardson,75080,Interior,32.966,-96.7452
United States,Nebraska,Fremont,68025,Interior,41.4416,-96.4945
United States,Indiana,Greenwood,46142,Interior,39.6224,-86.149
United States,Florida,Homestead,33030,Gulf,25.4766,-80.4839
United States,California,Torrance,90503,Pacific,33.8397,-118.3542
United States,California,Apple Valley,92307,Pacific,34.5291,-117.2132
United States,North Carolina,Goldsboro,27534,Gulf,35.3664,-77.9221
United States,New Hampshire,Nashua,3060,Atlantic,42.7564,-71.4667
United States,Texas,Deer Park,77536,Interior,29.6826,-95.1222
United States,Alabama,Tuscaloosa,35401,Gulf,33.1969,-87.5627
United States,Florida,Ormond Beach,32174,Gulf,29.2833,-81.0882
United States,Texas,Keller,76248,Interior,32.9276,-97.2489
United States,Alabama,Hoover,35244,Gulf,33.3538,-86.8254
United States,Oklahoma,Muskogee,74403,Interior,35.7411,-95.3449
United States,Arkansas,Rogers,72756,Gulf,36.3363,-94.1148
United States,Florida,Pompano Beach,33068,Gulf,26.216,-80.2205
United States,California,Fairfield,94533,Pacific,38.2671,-122.0357
United States,Michigan,Oak Park,48237,Interior,42.4662,-83.184
United States,New Jersey,New Brunswick,8901,Atlantic,40.4891,-74.4482
United States,Colorado,Greeley,80634,Pacific,40.4109,-104.7541
United States,Florida,Kissimmee,34741,Gulf,28.3051,-81.4242
United States,Florida,Sanford,32771,Gulf,28.8013,-81.285
United States,Illinois,Danville,61832,Interior,40.137,-87.6217
United States,California,Westminster,92683,Pacific,33.7524,-117.9939
United States,Texas,Mansfield,76063,Interior,32.5773,-97.1416
United States,North Dakota,Fargo,58103,Interior,46.8564,-96.8123
United States,Maryland,Laurel,20707,Atlantic,39.1077,-76.872
United States,Washington,Bellingham,98226,Pacific,48.7974,-122.4448
United States,Texas,Missouri City,77489,Interior,29.5962,-95.5115
United States,Texas,Pearland,77581,Interior,29.5617,-95.2721
United States,Michigan,Rochester Hills,48307,Interior,42.6593,-83.1225
United States,Minnesota,Maple Grove,55369,Interior,45.1284,-93.4589
United States,North Carolina,Chapel Hill,27514,Gulf,35.9203,-79.0372
United States,Colorado,Commerce City,80022,Pacific,39.8259,-104.9113
United States,West Virginia,Wheeling,26003,Atlantic,40.1027,-80.6476
United States,California,Citrus Heights,95610,Pacific,38.6946,-121.2692
United States,California,Pico Rivera,90660,Pacific,33.9886,-118.0883
United States,California,San Mateo,94403,Pacific,37.5395,-122.2998
United States,Iowa,Waterloo,50701,Interior,42.4778,-92.3661
United States,Indiana,Elkhart,46514,Interior,41.7101,-85.9729
United States,Colorado,Loveland,80538,Pacific,40.4262,-105.09
United States,California,Inglewood,90301,Pacific,33.955,-118.3556
United States,California,La Mesa,91941,Pacific,32.7604,-117.0115
United States,California,Modesto,95351,Pacific,37.6236,-120.9966
United States,Missouri,Independence,64055,Interior,39.0545,-94.4039
United States,New Mexico,Clovis,88101,Pacific,34.4126,-103.2214
United States,Nebraska,Grand Island,68801,Interior,40.9219,-98.3411
United States,Florida,Melbourne,32935,Gulf,28.1384,-80.6524
United States,Arkansas,Pine Bluff,71603,Gulf,34.1897,-92.0448
United States,Minnesota,Saint Cloud,56301,Interior,45.541,-94.1819
United States,Florida,Miramar,33023,Gulf,25.9894,-80.2153
United States,Ohio,Mentor,44060,Atlantic,41.6895,-81.3421
United States,Idaho,Meridian,83642,Pacific,43.615,-116.3975
United States,California,Danville,94526,Pacific,37.814,-121.966
United States,Arkansas,Springdale,72762,Gulf,36.1835,-94.1762
United States,California,Sunnyvale,94086,Pacific,37.3764,-122.0238
United States,California,Coachella,92236,Pacific,33.675,-116.1772
United States,South Dakota,Aberdeen,57401,Interior,45.4661,-98.4856
United States,Florida,Jupiter,33458,Gulf,26.9339,-80.1201
United States,California,Dublin,94568,Pacific,37.7166,-121.9226
United States,Ohio,Grove City,43123,Atlantic,39.8814,-83.0839
United States,Ohio,Elyria,44035,Atlantic,41.3724,-82.1051
United States,Maryland,Hagerstown,21740,Atlantic,39.632,-77.7372
United States,Michigan,Saginaw,48601,Interior,43.4047,-83.9156
United States,Texas,College Station,77840,Interior,30.6045,-96.3123
United States,California,Ontario,91761,Pacific,34.0316,-117.6187
United States,Washington,Renton,98059,Pacific,47.5058,-122.1157
United States,Michigan,Canton,48187,Interior,42.332,-83.4695
United States,South Carolina,Summerville,29483,Gulf,33.028,-80.1739
United States,Missouri,Gladstone,64118,Interior,39.2133,-94.5743
United States,California,Whittier,90604,Pacific,33.9299,-118.0121
United States,Texas,Abilene,79605,Interior,32.432,-99.7724
United States,Iowa,Burlington,52601,Interior,40.8087,-91.117
United States,Illinois,Palatine,60067,Interior,42.1139,-88.0429
United States,Illinois,Oak Park,60302,Interior,41.8925,-87.7895
United States,Florida,Port Orange,32127,Gulf,29.1383,-80.9956
United States,Connecticut,Danbury,6810,Atlantic,41.3917,-73.4532
United States,Washington,Everett,98208,Pacific,47.8948,-122.1987
