Country/Region,State/Province,City,Postal Code,Region,Customer Latitude,Customer Longitude,Distance to Lot's O' Nuts (KM),Distance to Wicked Choccy's (KM),Distance to Sugar Shack (KM),Distance to Secret Factory (KM),Distance to The Other Factory (KM),Nearest Factory,Nearest Factory Distance KM
United States,New York,New Rochelle,10801,Atlantic,40.9166,-73.7877,3464.05,1178.88,1938.48,1403.14,1554.27,Wicked Choccy's,1178.88
United States,Connecticut,Bristol,6010,Atlantic,41.6823,-72.9302,3539.9,1289.9,1956.76,1464.88,1650.7,Wicked Choccy's,1289.9
United States,California,Riverside,92503,Pacific,33.9208,-117.4589,540.68,3380.36,2368.48,2497.94,2513.91,Lot's O' Nuts,540.68
United States,Nebraska,Omaha,68104,Interior,41.2919,-95.9999,1678.31,1674.64,759.29,453.74,864.87,Secret Factory,453.74
United States,Georgia,Atlanta,30318,Gulf,33.7865,-84.4454,2532.87,366.48,1869.02,1007.33,527.75,Wicked Choccy's,366.48
United States,Utah,Draper,84020,Pacific,40.5046,-111.881,847.67,2897.18,1504.55,1787.99,2009.65,Lot's O' Nuts,847.67
United States,Florida,Apopka,32712,Gulf,28.712,-81.5136,2916.54,376.29,2498.2,1635.88,1069.01,Wicked Choccy's,376.29
United States,North Carolina,Charlotte,28205,Gulf,35.22,-80.7881,2854.45,350.68,1914.23,1097.22,834.49,Wicked Choccy's,350.68
United States,Missouri,Springfield,65807,Interior,37.1668,-93.3085,1743.87,1251.9,1240.06,531.09,376.43,The Other Factory,376.43
United States,Maine,Bangor,4401,Atlantic,44.8242,-68.7918,3898.97,1772.16,2117.6,1800.47,2093.49,Wicked Choccy's,1772.16
United States,Utah,Pleasant Grove,84062,Pacific,40.372,-111.7333,832.87,2882.54,1504.37,1778.41,1994.74,Lot's O' Nuts,832.87
United States,Texas,Texas City,77590,Interior,29.397,-94.9203,1647.59,1354.07,2084.6,1396.2,787.89,The Other Factory,787.89
United States,Michigan,Trenton,48183,Interior,42.1382,-83.2179,2704.34,1134.56,1212.65,613.78,975.79,Secret Factory,613.78
United States,California,Vacaville,95687,Pacific,38.3482,-121.9538,1102.2,3746.36,2338.05,2684.86,2858.31,Lot's O' Nuts,1102.2
Canada,Ontario,Toronto,M5H,Atlantic,43.6496,-79.3833,3045.78,1295.5,1388.42,947.39,1312.45,Secret Factory,947.39
United States,Georgia,Woodstock,30188,Gulf,34.106,-84.5117,2523.68,390.66,1834.82,973.71,512.05,Wicked Choccy's,390.66
United States,Florida,Hollywood,33021,Gulf,26.0218,-80.1891,3138.57,678.86,2824.44,1961.77,1376.84,Wicked Choccy's,678.86
United States,Connecticut,Fairfield,6824,Atlantic,41.1692,-73.2681,3508.86,1227.35,1961.03,1442.72,1604.68,Wicked Choccy's,1227.35
United States,Texas,Dallas,75081,Interior,32.9462,-96.7058,1404.83,1466.28,1687.73,1089.75,665.73,The Other Factory,665.73
United States,Georgia,Columbus,31907,Gulf,32.4779,-84.898,2508.41,360.91,1980.22,1116.5,552.96,Wicked Choccy's,360.91
Canada,Quebec,Montreal,H1B,Atlantic,45.632,-73.5075,3544.3,1642.19,1738.96,1448.24,1813.56,Secret Factory,1448.24
United States,Virginia,Hampton,23666,Gulf,37.0462,-76.4096,3236.39,699.04,2023.74,1311.54,1236.31,Wicked Choccy's,699.04
United States,Ohio,Lakewood,44107,Atlantic,41.4847,-81.8018,2804.78,1048.1,1349.91,729.93,1003.8,Secret Factory,729.93
United States,Missouri,Saint Charles,63301,Interior,38.8014,-90.5065,2020.7,1133.39,1132.01,294.15,412.38,Secret Factory,294.15
United States,Florida,North Miami,33161,Gulf,25.8934,-80.1758,3145.08,693.19,2837.91,1975.15,1388.6,Wicked Choccy's,693.19
United States,Michigan,Grand Rapids,49505,Interior,43.012,-85.6309,2539.27,1279.72,997.11,441.93,954.1,Secret Factory,441.93
United States,New York,Oceanside,11572,Atlantic,40.6362,-73.6375,3475.44,1161.37,1965.81,1420.29,1556.28,Wicked Choccy's,1161.37
United States,Montana,Billings,59102,Pacific,45.7813,-108.5727,1460.11,2802.02,974.62,1523.79,1962.53,Sugar Shack,974.62
United States,Kentucky,Owensboro,42301,Gulf,37.7513,-87.1554,2290.57,838.77,1364.96,504.06,386.25,The Other Factory,386.25
United States,Florida,Miami,33178,Gulf,25.8141,-80.3549,3131.74,699.95,2838.28,1975.2,1383.93,Wicked Choccy's,699.95
United States,New Mexico,Santa Fe,87505,Pacific,35.6219,-105.8688,621.77,2315.78,1601.6,1477.4,1441.0,Lot's O' Nuts,621.77
United States,Arkansas,Fayetteville,72701,Gulf,36.052,-94.1534,1650.36,1280.81,1352.07,675.56,392.18,The Other Factory,392.18
United States,Ohio,Bowling Green,43402,Atlantic,41.3815,-83.6507,2651.27,1059.46,1238.56,576.52,888.13,Secret Factory,576.52
United States,Oklahoma,Tulsa,74133,Interior,36.0467,-95.8841,1496.23,1430.93,1342.62,756.78,544.53,The Other Factory,544.53
United States,Illinois,Oswego,60543,Interior,41.6849,-88.3453,2281.9,1247.14,943.86,186.6,743.83,Secret Factory,186.6
United States,California,Santa Clara,95051,Pacific,37.3483,-121.9844,1052.77,3754.3,2407.14,2722.55,2868.31,Lot's O' Nuts,1052.77
United States,Washington,Pasco,99301,Pacific,46.2492,-119.1044,1612.17,3591.82,1738.26,2336.42,2729.43,Lot's O' Nuts,1612.17
United States,Texas,Tyler,75701,Interior,32.3254,-95.2922,1543.01,1335.77,1757.77,1097.4,581.73,The Other Factory,581.73
United States,Georgia,Macon,31204,Gulf,32.8424,-83.6766,2615.92,257.34,1995.25,1134.05,632.97,Wicked Choccy's,257.34
United States,Massachusetts,Lowell,1852,Atlantic,42.6344,-71.2983,3680.39,1456.23,2026.65,1593.12,1814.18,Wicked Choccy's,1456.23
United States,Ohio,Lancaster,43130,Atlantic,39.7187,-82.6031,2708.35,860.65,1429.89,699.02,827.24,Secret Factory,699.02
United States,Michigan,Detroit,48227,Interior,42.3883,-83.1937,2712.64,1161.59,1197.45,618.67,998.76,Secret Factory,618.67
United States,North Carolina,Greenville,27834,Gulf,35.6192,-77.3975,3157.69,520.85,2075.7,1313.85,1140.68,Wicked Choccy's,520.85
United States,Oregon,Gresham,97030,Pacific,45.5154,-122.4203,1674.74,3829.63,2007.51,2592.04,2958.73,Lot's O' Nuts,1674.74
United States,New Jersey,Clifton,7011,Atlantic,40.8789,-74.1425,3434.07,1158.27,1915.44,1374.19,1524.76,Wicked Choccy's,1158.27
Canada,Quebec,Montreal,H1C,Atlantic,45.6656,-73.5367,3542.72,1644.56,1735.68,1446.85,1813.8,Secret Factory,1446.85
United States,California,Oxnard,93030,Pacific,34.2141,-119.175,702.05,3533.38,2452.25,2624.22,2663.19,Lot's O' Nuts,702.05
United States,Kansas,Olathe,66062,Interior,38.8733,-94.7752,1666.27,1449.25,1034.28,457.98,596.85,Secret Factory,457.98
United States,North Carolina,Cary,27511,Gulf,35.7641,-78.7786,3032.13,462.11,1981.02,1201.79,1015.94,Wicked Choccy's,462.11
United States,Ohio,Fairfield,45014,Atlantic,39.3266,-84.5479,2537.28,864.42,1349.79,561.36,670.29,Secret Factory,561.36
United States,Texas,Odessa,79762,Interior,31.889,-102.3548,890.46,2002.62,1878.19,1492.25,1202.04,Lot's O' Nuts,890.46
United States,Arizona,Tempe,85281,Pacific,33.4227,-111.9261,61.91,2877.3,2095.83,2078.86,2022.13,Lot's O' Nuts,61.91
United States,Texas,Corpus Christi,78415,Interior,27.7262,-97.4078,1491.33,1643.78,2270.07,1647.76,1082.48,The Other Factory,1082.48
United States,California,Chula Vista,91911,Pacific,32.6084,-117.0565,495.48,3363.2,2455.08,2535.79,2508.64,Lot's O' Nuts,495.48
United States,California,Long Beach,90805,Pacific,33.8635,-118.1801,605.24,3447.21,2417.87,2559.97,2580.47,Lot's O' Nuts,605.24
United States,Maryland,Columbia,21044,Atlantic,39.2141,-76.8788,3193.91,879.86,1833.57,1185.07,1244.85,Wicked Choccy's,879.86
United States,Illinois,Bloomington,61701,Interior,40.4783,-88.9893,2191.82,1171.26,1023.41,170.59,602.29,Secret Factory,170.59
Canada,Ontario,Toronto,M2N,Atlantic,43.7673,-79.4111,3046.37,1308.21,1380.56,947.82,1319.74,Secret Factory,947.82
United States,Texas,Garland,75043,Interior,32.8565,-96.5999,1415.39,1456.5,1697.49,1093.97,660.67,The Other Factory,660.67
United States,Florida,Boca Raton,33433,Gulf,26.3464,-80.1564,3128.5,643.5,2793.28,1930.99,1351.71,Wicked Choccy's,643.5
United States,Texas,Houston,77041,Interior,29.8602,-95.5817,1571.3,1402.51,2030.95,1365.05,786.23,The Other Factory,786.23
United States,Texas,Mesquite,75150,Interior,32.8154,-96.6307,1412.87,1459.45,1702.12,1099.35,665.18,The Other Factory,665.18
United States,North Carolina,Fayetteville,28314,Gulf,35.0583,-79.008,3017.2,383.52,2027.91,1232.35,997.02,Wicked Choccy's,383.52
United States,Tennessee,Clarksville,37042,Gulf,36.5853,-87.4186,2256.52,767.29,1468.58,604.93,282.05,The Other Factory,282.05
United States,Florida,Boynton Beach,33437,Gulf,26.5312,-80.1418,3122.54,623.36,2775.42,1913.37,1337.35,Wicked Choccy's,623.36
United States,Nevada,Reno,89502,Pacific,39.4972,-119.7764,1027.53,3557.11,2110.51,2468.64,2668.06,Lot's O' Nuts,1027.53
United States,Illinois,Evanston,60201,Interior,42.0546,-87.6943,2345.8,1253.85,946.89,247.59,796.26,Secret Factory,247.59
United States,North Carolina,Durham,27707,Gulf,35.9631,-78.9315,3017.07,475.69,1955.27,1177.81,1002.74,Wicked Choccy's,475.69
Canada,Alberta,Calgary,T1Y,Pacific,51.0823,-113.9578,2031.64,3408.5,1319.19,2079.79,2613.17,Sugar Shack,1319.19
Canada,Alberta,Edmonton,T5A,Pacific,53.5931,-113.4077,2306.65,3505.58,1349.03,2166.75,2748.06,Sugar Shack,1349.03
United States,Indiana,Indianapolis,46203,Interior,39.743,-86.1179,2411.69,964.95,1229.51,420.51,616.53,Secret Factory,420.51
United States,North Carolina,Jacksonville,28540,Gulf,34.7375,-77.4628,3160.89,448.08,2145.44,1365.6,1140.37,Wicked Choccy's,448.08
United States,California,Manteca,95336,Pacific,37.8134,-121.2132,1016.29,3683.8,2321.75,2641.47,2796.79,Lot's O' Nuts,1016.29
United States,California,Pasadena,91104,Pacific,34.1678,-118.1261,606.35,3438.2,2389.62,2540.17,2569.26,Lot's O' Nuts,606.35
United States,Washington,Edmonds,98026,Pacific,47.8353,-122.327,1884.08,3867.51,1937.07,2590.96,3013.33,Lot's O' Nuts,1884.08
United States,New York,Mount Vernon,10550,Atlantic,40.9079,-73.838,3459.78,1175.63,1935.41,1399.09,1549.96,Wicked Choccy's,1175.63
United States,Massachusetts,Everett,2149,Atlantic,42.4112,-71.0514,3699.19,1450.32,2055.8,1614.33,1824.35,Wicked Choccy's,1450.32
United States,New Hampshire,Concord,3301,Atlantic,43.2185,-71.5277,3666.32,1495.57,1981.99,1573.81,1821.57,Wicked Choccy's,1495.57
United States,Ohio,Parma,44134,Atlantic,41.3853,-81.7044,2810.85,1036.57,1363.12,738.62,1002.49,Secret Factory,738.62
United States,Texas,Beaumont,77705,Interior,30.0211,-94.1157,1702.27,1261.06,2020.1,1309.88,686.84,The Other Factory,686.84
United States,Alabama,Montgomery,36116,Gulf,32.3129,-86.2421,2386.25,485.62,1945.83,1085.56,464.92,The Other Factory,464.92
United States,Arkansas,Texarkana,71854,Gulf,33.431,-93.8765,1664.59,1204.55,1644.53,937.77,404.85,The Other Factory,404.85
United States,California,Lakewood,90712,Pacific,33.8512,-118.1457,601.89,3444.23,2416.74,2557.78,2577.62,Lot's O' Nuts,601.89
Canada,British Columbia,Vancouver,V6G,Pacific,49.299,-123.1408,2054.03,3960.81,1971.99,2665.85,3118.07,Sugar Shack,1971.99
United States,Virginia,Newport News,23602,Gulf,37.1132,-76.5179,3226.48,698.87,2011.65,1299.63,1227.56,Wicked Choccy's,698.87
United States,California,Rancho Cucamonga,91730,Pacific,34.107,-117.5941,557.07,3390.34,2361.45,2499.54,2522.33,Lot's O' Nuts,557.07
United States,South Carolina,Rock Hill,29730,Gulf,34.9151,-81.0129,2836.41,315.75,1929.43,1105.35,815.84,Wicked Choccy's,315.75
United States,Florida,Fort Lauderdale,33311,Gulf,26.1421,-80.1728,3135.18,665.8,2813.06,1950.53,1367.74,Wicked Choccy's,665.8
United States,Kansas,Garden City,67846,Interior,37.9769,-100.8621,1137.87,1911.7,1189.59,960.72,1022.78,Secret Factory,960.72
United States,Indiana,Columbus,47201,Interior,39.2055,-85.9317,2417.46,905.17,1286.91,465.07,578.44,Secret Factory,465.07
United States,Rhode Island,Cranston,2920,Atlantic,41.7716,-71.4659,3661.75,1374.26,2058.35,1585.08,1768.47,Wicked Choccy's,1374.26
United States,Ohio,Lorain,44052,Atlantic,41.4578,-82.171,2773.98,1047.61,1327.63,699.34,979.22,Secret Factory,699.34
United States,Arizona,Avondale,85323,Pacific,33.4321,-112.3438,81.34,2915.77,2116.88,2111.39,2059.91,Lot's O' Nuts,81.34
United States,Ohio,Mason,45040,Atlantic,39.3357,-84.3149,2557.27,858.01,1361.92,578.87,685.87,Secret Factory,578.87
United States,New Jersey,Orange,7050,Atlantic,40.7692,-74.2355,3425.67,1143.79,1915.37,1368.2,1513.29,Wicked Choccy's,1143.79
United States,Oregon,Portland,97206,Pacific,45.484,-122.5973,1680.25,3842.78,2021.71,2605.92,2971.56,Lot's O' Nuts,1680.25
United States,Ohio,Medina,44256,Atlantic,41.1404,-81.8584,2793.58,1010.22,1370.12,727.92,974.89,Secret Factory,727.92
United States,Texas,Irving,75061,Interior,32.8267,-96.9633,1381.78,1490.5,1701.7,1112.88,693.07,The Other Factory,693.07
United States,Tennessee,Nashville,37211,Gulf,36.0725,-86.724,2316.31,683.06,1547.52,683.92,312.19,The Other Factory,312.19
United States,Wisconsin,Wausau,54401,Interior,44.9654,-89.7066,2321.58,1615.22,606.45,397.44,1095.27,Secret Factory,397.44
United States,California,Redding,96003,Pacific,40.6278,-122.353,1275.38,3778.97,2227.14,2652.62,2890.37,Lot's O' Nuts,1275.38
United States,Pennsylvania,Reading,19601,Atlantic,40.3466,-75.9351,3279.9,1028.81,1822.17,1234.28,1362.31,Wicked Choccy's,1028.81
United States,Wisconsin,Madison,53711,Interior,43.0356,-89.4526,2248.46,1422.58,769.98,199.05,881.58,Secret Factory,199.05
United States,Texas,Carrollton,75007,Interior,33.0033,-96.882,1388.02,1482.67,1681.83,1092.02,678.45,The Other Factory,678.45
United States,Texas,Pasadena,77506,Interior,29.7009,-95.1989,1611.78,1371.06,2049.73,1371.03,776.64,The Other Factory,776.64
United States,Tennessee,Johnson City,37604,Gulf,36.3107,-82.381,2706.22,485.62,1731.18,909.24,697.79,Wicked Choccy's,485.62
United States,Kansas,Manhattan,66502,Interior,39.1938,-96.5858,1532.14,1605.44,992.98,568.36,740.64,Secret Factory,568.36
United States,Minnesota,Moorhead,56560,Interior,46.8677,-96.7572,2007.54,2116.33,145.73,778.83,1423.94,Sugar Shack,145.73
United States,Texas,Cedar Hill,75104,Interior,32.5885,-96.9438,1385.83,1489.41,1728.11,1135.32,702.39,The Other Factory,702.39
United States,Illinois,Des Plaines,60016,Interior,42.0467,-87.8859,2330.49,1261.07,937.09,232.1,791.45,Secret Factory,232.1
United States,Wisconsin,Franklin,53132,Interior,42.9017,-88.0086,2352.3,1348.54,860.6,265.66,881.94,Secret Factory,265.66
United States,Utah,Provo,84604,Pacific,40.2607,-111.6549,820.55,2874.07,1507.31,1774.24,1986.06,Lot's O' Nuts,820.55
United States,Delaware,Wilmington,19805,Atlantic,39.7434,-75.5827,3306.95,985.75,1885.68,1277.48,1368.63,Wicked Choccy's,985.75
United States,Utah,Salt Lake City,84106,Pacific,40.7056,-111.8548,869.99,2898.59,1488.72,1781.94,2011.6,Lot's O' Nuts,869.99
United States,Minnesota,Coon Rapids,55433,Interior,45.1643,-93.3193,2089.85,1797.51,394.51,469.58,1152.55,Sugar Shack,394.51
United States,Louisiana,Monroe,71203,Gulf,32.553,-92.0422,1843.09,1030.28,1765.38,997.5,343.36,The Other Factory,343.36
United States,Illinois,Bolingbrook,60440,Interior,41.6976,-88.0873,2302.75,1236.69,956.09,208.03,749.8,Secret Factory,208.03
United States,California,Sacramento,95823,Pacific,38.4797,-121.4438,1071.93,3701.51,2293.51,2638.09,2813.29,Lot's O' Nuts,1071.93
United States,Missouri,Saint Louis,63116,Interior,38.5814,-90.2625,2036.33,1101.6,1162.65,319.61,386.04,Secret Factory,319.61
Canada,Newfoundland and Labrador,St. John's,A0A,Atlantic,47.2195,-53.1448,5107.95,2900.03,3181.66,3014.24,3324.47,Wicked Choccy's,2900.03
United States,Rhode Island,Woonsocket,2895,Atlantic,41.9846,-71.5194,3658.35,1389.22,2043.26,1578.75,1772.02,Wicked Choccy's,1389.22
United States,California,Brentwood,94513,Pacific,37.9324,-121.6894,1059.2,3725.02,2346.98,2676.98,2837.72,Lot's O' Nuts,1059.2
United States,New York,Utica,13501,Atlantic,43.0871,-75.2315,3366.0,1327.8,1716.69,1273.06,1546.49,Secret Factory,1273.06
United States,Oregon,Tigard,97224,Pacific,45.4094,-122.8014,1683.4,3857.4,2039.41,2622.09,2985.59,Lot's O' Nuts,1683.4
United States,New York,Freeport,11520,Atlantic,40.6536,-73.5866,3479.8,1165.51,1968.39,1424.22,1560.97,Wicked Choccy's,1165.51
United States,Illinois,Skokie,60076,Interior,42.0362,-87.7328,2342.15,1253.67,946.31,243.99,793.46,Secret Factory,243.99
United States,Florida,Orlando,32839,Gulf,28.4871,-81.4082,2933.7,400.27,2525.19,1662.81,1093.83,Wicked Choccy's,400.27
United States,Maryland,Clinton,20735,Atlantic,38.7549,-76.9026,3190.64,833.65,1864.51,1198.58,1228.56,Wicked Choccy's,833.65
United States,Georgia,Sandy Springs,30328,Gulf,33.9335,-84.3958,2535.94,371.15,1856.77,995.65,527.37,Wicked Choccy's,371.15
Canada,New Brunswick,Moncton,E1A,Atlantic,46.0967,-64.7087,4226.65,2096.15,2375.73,2129.24,2441.77,Wicked Choccy's,2096.15
United States,Oklahoma,Oklahoma City,73120,Interior,35.5835,-97.5638,1338.61,1568.87,1398.53,891.41,690.38,The Other Factory,690.38
Canada,British Columbia,Vancouver,V6B,Pacific,49.2788,-123.1139,2051.1,3958.4,1970.31,2663.66,3115.53,Sugar Shack,1970.31
United States,Arizona,Gilbert,85234,Pacific,33.3527,-111.7809,52.37,2864.65,2094.76,2071.49,2010.49,Lot's O' Nuts,52.37
United States,Washington,Olympia,98502,Pacific,47.1043,-123.0552,1846.49,3905.94,2007.43,2641.47,3045.2,Lot's O' Nuts,1846.49
United States,Arizona,Mesa,85204,Pacific,33.3992,-111.7896,57.56,2864.95,2090.92,2069.45,2010.24,Lot's O' Nuts,57.56
United States,Idaho,Caldwell,83605,Pacific,43.6627,-116.7,1273.11,3349.09,1657.76,2145.83,2471.93,Lot's O' Nuts,1273.11
United States,Ohio,Marion,43302,Atlantic,40.5876,-83.1271,2678.22,963.8,1330.54,631.12,854.46,Secret Factory,631.12
United States,Alabama,Florence,35630,Gulf,34.8305,-87.656,2231.65,681.73,1637.02,778.28,213.33,The Other Factory,213.33
United States,Tennessee,Columbia,38401,Gulf,35.6156,-87.038,2287.15,675.64,1580.48,717.12,271.66,The Other Factory,271.66
United States,Texas,Grand Prairie,75051,Interior,32.7115,-97.0069,1378.73,1494.88,1714.65,1126.08,701.99,The Other Factory,701.99
United States,Colorado,Thornton,80229,Pacific,39.8671,-104.9227,988.69,2304.24,1152.08,1222.32,1418.65,Lot's O' Nuts,988.69
Canada,British Columbia,Vancouver,V5K,Pacific,49.2807,-123.0397,2048.47,3953.2,1964.94,2658.33,3110.47,Sugar Shack,1964.94
United States,Texas,Port Arthur,77642,Interior,29.9212,-93.927,1722.75,1246.12,2032.63,1316.7,686.44,The Other Factory,686.44
United States,Colorado,Colorado Springs,80906,Pacific,38.7902,-104.8199,907.12,2268.15,1248.15,1245.96,1379.33,Lot's O' Nuts,907.12
United States,Massachusetts,Beverly,1915,Atlantic,42.5608,-70.8759,3714.44,1472.31,2061.3,1627.97,1843.61,Wicked Choccy's,1472.31
United States,California,Anaheim,92804,Pacific,33.8186,-117.9729,585.57,3428.85,2408.68,2545.29,2562.66,Lot's O' Nuts,585.57
United States,Illinois,Saint Charles,60174,Interior,41.9194,-88.307,2293.0,1267.28,925.47,194.78,770.02,Secret Factory,194.78
United States,Ohio,Kent,44240,Atlantic,41.1449,-81.3498,2835.7,1008.66,1402.95,770.27,1007.92,Secret Factory,770.27
United States,Minnesota,Cottage Grove,55016,Interior,44.8308,-92.9393,2094.16,1749.9,441.86,422.71,1109.07,Secret Factory,422.71
Canada,Quebec,Quebec City,G1B,Atlantic,46.9263,-71.2258,3741.92,1851.96,1870.33,1652.66,2039.35,Secret Factory,1652.66
United States,Michigan,Taylor,48180,Interior,42.2317,-83.2673,2702.73,1145.52,1203.09,610.68,981.34,Secret Factory,610.68
Canada,Prince Edward Island,Charlottetown,C0A,Atlantic,46.1668,-62.6487,4385.57,2222.23,2525.2,2288.14,2593.79,Wicked Choccy's,2222.23
United States,Rhode Island,Providence,2908,Atlantic,41.8383,-71.4377,3664.39,1381.37,2056.89,1586.77,1773.07,Wicked Choccy's,1381.37
United States,Texas,Baytown,77520,Interior,29.7461,-94.9653,1631.93,1347.97,2045.62,1359.95,758.97,The Other Factory,758.97
United States,Minnesota,Woodbury,55125,Interior,44.9197,-92.9439,2099.25,1757.72,433.41,431.64,1118.75,Secret Factory,431.64
United States,Illinois,Park Ridge,60068,Interior,42.0122,-87.8417,2332.77,1255.91,942.38,234.61,788.62,Secret Factory,234.61
United States,Tennessee,Bartlett,38134,Gulf,35.1845,-89.8574,2031.03,881.94,1529.89,699.01,12.74,The Other Factory,12.74
United States,Montana,Bozeman,59715,Pacific,45.6693,-111.0431,1423.25,2975.67,1159.66,1710.24,2125.43,Sugar Shack,1159.66
United States,Florida,West Palm Beach,33407,Gulf,26.7492,-80.0725,3120.5,600.44,2756.67,1895.06,1324.14,Wicked Choccy's,600.44
United States,New York,Rome,13440,Atlantic,43.2193,-75.4498,3350.37,1333.97,1694.32,1256.27,1538.69,Secret Factory,1256.27
United States,Virginia,Suffolk,23434,Gulf,36.7304,-76.5931,3221.72,661.57,2036.48,1312.97,1216.87,Wicked Choccy's,661.57
United States,Wisconsin,Kenosha,53142,Interior,42.556,-87.8705,2349.86,1309.48,896.04,254.57,846.82,Secret Factory,254.57
United States,New Jersey,Perth Amboy,8861,Atlantic,40.5176,-74.2754,3421.11,1118.89,1927.76,1369.3,1500.99,Wicked Choccy's,1118.89
United States,Arkansas,Hot Springs,71901,Gulf,34.5268,-92.9587,1746.98,1135.57,1534.8,797.4,280.5,The Other Factory,280.5
United States,New Mexico,Las Cruces,88001,Pacific,32.2901,-106.7539,474.32,2409.68,1971.56,1758.85,1581.96,Lot's O' Nuts,474.32
United States,Michigan,Sterling Heights,48310,Interior,42.5648,-83.0701,2727.1,1179.27,1194.07,631.46,1020.45,Secret Factory,631.46
United States,Massachusetts,Leominster,1453,Atlantic,42.5274,-71.7563,3642.22,1423.42,1998.31,1556.03,1774.93,Wicked Choccy's,1423.42
United States,Pennsylvania,Altoona,16602,Atlantic,40.5052,-78.3905,3073.92,967.81,1643.53,1026.58,1179.15,Wicked Choccy's,967.81
United States,Texas,Coppell,75019,Interior,32.9673,-96.9805,1379.1,1491.89,1686.14,1099.98,688.47,The Other Factory,688.47
United States,Pennsylvania,Bethlehem,18018,Atlantic,40.6278,-75.3928,3327.43,1078.44,1842.33,1274.18,1416.31,Wicked Choccy's,1078.44
United States,Indiana,New Castle,47362,Interior,39.9208,-85.3663,2478.36,953.08,1254.16,469.98,670.74,Secret Factory,469.98
United States,Florida,Plantation,33317,Gulf,26.1122,-80.2264,3131.42,668.42,2813.76,1951.11,1366.77,Wicked Choccy's,668.42
United States,California,Chico,95928,Pacific,39.7224,-121.8113,1176.99,3731.71,2241.25,2631.23,2842.64,Lot's O' Nuts,1176.99
United States,Utah,Lehi,84043,Pacific,40.3958,-111.8506,835.54,2892.76,1510.29,1787.68,2004.98,Lot's O' Nuts,835.54
United States,Alabama,Auburn,36830,Gulf,32.5475,-85.4682,2454.39,414.89,1950.77,1087.6,504.54,Wicked Choccy's,414.89
United States,California,San Bernardino,92404,Pacific,34.1426,-117.2606,528.08,3359.39,2337.92,2470.4,2491.42,Lot's O' Nuts,528.08
United States,California,Lancaster,93534,Pacific,34.6909,-118.1491,622.93,3433.99,2348.81,2516.44,2561.42,Lot's O' Nuts,622.93
United States,Alabama,Huntsville,35810,Gulf,34.7784,-86.6091,2327.36,593.8,1681.29,818.01,308.72,The Other Factory,308.72
United States,California,Thousand Oaks,91360,Pacific,34.2092,-118.8739,674.71,3505.96,2433.46,2599.64,2636.07,Lot's O' Nuts,674.71
United States,South Carolina,Florence,29501,Gulf,34.1838,-79.7728,2956.99,264.44,2062.06,1243.62,938.21,Wicked Choccy's,264.44
United States,Washington,Covington,98042,Pacific,47.368,-122.1206,1831.82,3842.0,1932.17,2572.24,2984.34,Lot's O' Nuts,1831.82
United States,Florida,Coral Springs,33065,Gulf,26.2729,-80.2603,3121.77,650.28,2796.17,1933.62,1351.03,Wicked Choccy's,650.28
United States,Florida,Miami,33142,Gulf,25.813,-80.232,3143.19,701.39,2843.6,1980.69,1391.85,Wicked Choccy's,701.39
United States,Illinois,Normal,61761,Interior,40.5124,-88.9883,2192.91,1174.13,1020.22,168.26,606.05,Secret Factory,168.26
United States,Michigan,Lansing,48911,Interior,42.6797,-84.5772,2611.04,1218.38,1087.53,512.89,961.23,Secret Factory,512.89
United States,Washington,Spokane,99207,Pacific,47.6977,-117.3746,1713.51,3504.79,1575.37,2221.38,2658.16,Sugar Shack,1575.37
United States,Connecticut,Norwich,6360,Atlantic,41.5371,-72.0849,3609.31,1320.93,2025.93,1536.35,1711.39,Wicked Choccy's,1320.93
United States,Nebraska,Norfolk,68701,Interior,42.0329,-97.4229,1620.54,1818.61,683.72,572.54,1004.6,Secret Factory,572.54
United States,New Mexico,Farmington,87401,Pacific,36.7412,-108.1797,539.78,2529.92,1599.24,1604.15,1646.88,Lot's O' Nuts,539.78
United States,Texas,Mcallen,78501,Interior,26.2154,-98.2359,1502.41,1785.58,2442.15,1833.87,1265.63,The Other Factory,1265.63
United States,Indiana,New Albany,47150,Interior,38.3089,-85.8221,2413.52,815.39,1373.86,534.21,512.44,The Other Factory,512.44
United States,California,Santa Maria,93454,Pacific,34.9545,-120.4325,831.73,3638.16,2475.87,2692.92,2762.47,Lot's O' Nuts,831.73
United States,Florida,Daytona Beach,32114,Gulf,29.2012,-81.0371,2945.76,319.72,2470.62,1610.43,1066.9,Wicked Choccy's,319.72
United States,District of Columbia,Washington,20016,Atlantic,38.9381,-77.086,3175.18,844.41,1839.25,1177.08,1218.82,Wicked Choccy's,844.41
United States,Ohio,Troy,45373,Atlantic,40.0374,-84.2032,2578.23,928.3,1309.83,558.28,746.41,Secret Factory,558.28
United States,Illinois,Tinley Park,60477,Interior,41.5825,-87.805,2321.39,1213.42,980.83,230.33,743.2,Secret Factory,230.33
United States,Texas,Allen,75002,Interior,33.0934,-96.6454,1409.45,1460.61,1671.24,1072.67,654.25,The Other Factory,654.25
United States,Ohio,Cuyahoga Falls,44221,Atlantic,41.1401,-81.479,2824.93,1008.46,1394.83,759.55,999.19,Secret Factory,759.55
United States,California,Camarillo,93010,Pacific,34.2313,-119.0464,690.76,3521.41,2442.67,2612.77,2651.21,Lot's O' Nuts,690.76
